tx_hash,block_number,timestamp,from_address,to_address,value,token_address,log_index,datetime
0x83eae55bbfe376b983fc04239a9bee325e0bc7e1a3d66969aca2ff2d1434d40f,20720584,1725975815,0x109830a1aaad605bbf02a9dfa7b0b92ec2fb7daa,0xe37e799d5077682fa0a244d46e5649f71457bd09,916.556596751507,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,333,2024-09-10 13:43:35
0xea3bf1dd3a47d5bbf81b11241aae304ca055d1cc3d18aab3ec3b69f00e9f8311,20746198,1726284863,0x07833eadf87cd3079da281395f2fba24b61f90f7,0xc035a7cf15375ce2706766804551791ad035e0c2,3733.3917822540297,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,316,2024-09-14 03:34:23
0xea3bf1dd3a47d5bbf81b11241aae304ca055d1cc3d18aab3ec3b69f00e9f8311,20746198,1726284863,0x0000000000000000000000000000000000000000,0x07833eadf87cd3079da281395f2fba24b61f90f7,3733.3917822540297,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,312,2024-09-14 03:34:23
0xea3bf1dd3a47d5bbf81b11241aae304ca055d1cc3d18aab3ec3b69f00e9f8311,20746198,1726284863,0x0000000000000000000000000000000000000000,0xe37e799d5077682fa0a244d46e5649f71457bd09,783.9018743196531,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,304,2024-09-14 03:34:23
0xea3bf1dd3a47d5bbf81b11241aae304ca055d1cc3d18aab3ec3b69f00e9f8311,20746198,1726284863,0x109830a1aaad605bbf02a9dfa7b0b92ec2fb7daa,0xe37e799d5077682fa0a244d46e5649f71457bd09,1829.465916865235,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,297,2024-09-14 03:34:23
0xea3bf1dd3a47d5bbf81b11241aae304ca055d1cc3d18aab3ec3b69f00e9f8311,20746198,1726284863,0xe37e799d5077682fa0a244d46e5649f71457bd09,0x0000000000000000000000000000000000000000,2613.367791184888,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,305,2024-09-14 03:34:23
0x4d69313fa518be3d155c0d1c0970e67943fda92175ad7c72a43186a7e6fc27c7,20774529,1726626863,0x07833eadf87cd3079da281395f2fba24b61f90f7,0xc035a7cf15375ce2706766804551791ad035e0c2,2121.577717573461,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,425,2024-09-18 02:34:23
0x4d69313fa518be3d155c0d1c0970e67943fda92175ad7c72a43186a7e6fc27c7,20774529,1726626863,0x0000000000000000000000000000000000000000,0x07833eadf87cd3079da281395f2fba24b61f90f7,2121.577717573461,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,421,2024-09-18 02:34:23
0x4d69313fa518be3d155c0d1c0970e67943fda92175ad7c72a43186a7e6fc27c7,20774529,1726626863,0x0000000000000000000000000000000000000000,0x07833eadf87cd3079da281395f2fba24b61f90f7,848.1054290212313,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,394,2024-09-18 02:34:23
0x4d69313fa518be3d155c0d1c0970e67943fda92175ad7c72a43186a7e6fc27c7,20774529,1726626863,0x07833eadf87cd3079da281395f2fba24b61f90f7,0xc035a7cf15375ce2706766804551791ad035e0c2,848.1054290212313,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,398,2024-09-18 02:34:23
0x4d69313fa518be3d155c0d1c0970e67943fda92175ad7c72a43186a7e6fc27c7,20774529,1726626863,0xe37e799d5077682fa0a244d46e5649f71457bd09,0x0000000000000000000000000000000000000000,1485.0674547393817,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,414,2024-09-18 02:34:23
0x4d69313fa518be3d155c0d1c0970e67943fda92175ad7c72a43186a7e6fc27c7,20774529,1726626863,0x109830a1aaad605bbf02a9dfa7b0b92ec2fb7daa,0xe37e799d5077682fa0a244d46e5649f71457bd09,1485.0674547393817,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,411,2024-09-18 02:34:23
